theta_deg,dist_PLUS,dist_MINUS,plus_wins
2.5,1.554484102647611e-15,1.4036645680412405,True
7.5,4.391739921443751e-15,1.410723544269453,True
11.25,1.5231396261443905e-15,1.4119046793882313,True
22.5,5.1044170536624e-15,1.4131059686035847,True
45.0,1.5526223984932062e-14,1.4137598571662797,True
-22.5,5.1044170536624e-15,1.4153202893680727,True
